Customer ID,Status,days_ago_joined,Age,accum_points,points_per_day,days_ago_last_arrived,arrivals_count,Australia,China,Hong Kong,Indonesia,Japan,Malaysia,Philippines,Singapore,Taiwan,Thailand,United Arab Emirates,United States of America,Diamond,Jade,Platinum,Royal,Ruby
22193,1,870,39,1300,1.49,701,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22194,1,870,35,22100,25.4,314,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22195,1,870,40,7140,8.21,668,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22197,1,376,50,9700,25.8,173,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22198,1,244,41,0,0,173,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22199,1,244,45,28550,117.01,71,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22201,1,313,38,0,0,71,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22206,1,336,35,0,0,71,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22210,1,103,34,0,0,71,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22212,1,138,33,0,0,71,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22215,1,439,36,10850,24.72,-97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22216,1,418,34,18400,44.02,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22221,1,527,42,0,0,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22223,1,439,44,0,0,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22224,1,285,47,0,0,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22230,1,390,36,19600,50.26,133,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22240,1,376,41,0,0,133,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22244,1,91,51,0,0,133,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22245,1,863,40,5050,5.85,671,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22246,1,863,35,22800,26.42,206,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22247,1,863,34,27100,31.4,191,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22248,0,863,42,19600,22.71,750,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22249,1,863,53,12700,14.72,70,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22251,1,863,33,12150,14.08,-36,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22252,1,863,59,63650,73.75,5,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22253,1,863,39,10400,12.05,144,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22254,1,863,38,24000,27.81,-268,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22255,1,863,64,14800,17.15,-305,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22256,1,863,57,0,0,-305,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22257,1,863,41,24200,28.04,179,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22258,1,863,43,37450,43.4,157,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22259,1,863,42,3400,3.94,503,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22260,1,863,58,15900,18.42,124,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22261,1,863,44,14400,16.69,507,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22262,0,863,31,45300,52.49,798,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22263,1,863,50,15100,17.5,164,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22264,1,863,30,9600,11.12,575,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22265,1,863,36,19000,22.02,196,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22266,1,863,50,18900,21.9,490,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22267,1,863,43,23900,27.69,255,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22268,1,863,46,66430,76.98,31,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22269,1,863,50,14100,16.34,248,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22270,1,863,31,11900,13.79,-2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22272,1,264,41,0,0,-2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22292,1,456,63,8400,18.42,105,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22294,0,250,37,0,0,105,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22297,1,446,49,8200,18.39,-18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22298,1,854,49,7800,9.13,554,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22299,1,854,38,8100,9.48,369,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22301,1,854,45,12500,14.64,562,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22302,1,854,63,18300,21.43,147,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22303,1,854,35,8400,9.84,534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22304,1,854,44,35900,42.04,-86,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22305,0,854,37,61500,72.01,818,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22306,1,854,48,26900,31.5,36,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22307,1,854,59,15500,18.15,-114,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22308,1,854,42,94450,110.6,433,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22309,1,854,33,26200,30.68,354,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22310,1,854,47,31500,36.89,135,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22311,1,854,66,29800,34.89,-120,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22312,1,854,43,16700,19.56,493,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22313,1,854,50,12900,15.11,245,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22314,1,854,44,33400,39.11,349,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22315,1,854,34,22700,26.58,335,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22316,1,854,39,20500,24,134,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22317,1,854,51,21850,25.59,135,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22318,0,854,37,10100,11.83,547,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22319,1,854,50,10200,11.94,37,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22320,0,854,27,0,0,37,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22321,1,854,32,38050,44.56,-204,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22322,1,854,47,18200,21.31,245,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22324,1,854,56,44800,52.46,109,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22325,1,854,28,0,0,109,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22326,0,854,37,0,0,109,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22327,1,854,47,8100,9.48,492,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22328,1,854,38,62700,73.42,289,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22329,1,854,39,23900,27.99,-235,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22330,1,854,42,18000,21.08,141,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22331,1,854,41,34900,40.87,177,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22333,1,854,32,33200,38.88,510,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22334,1,854,56,39550,46.31,-99,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22335,0,854,55,55100,64.52,192,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22336,1,854,45,22250,26.05,599,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22337,1,854,42,25200,29.51,131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22339,1,854,43,13000,15.22,509,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22340,0,854,36,18000,21.08,733,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22341,1,854,44,38100,44.61,125,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22342,1,854,46,33900,39.7,199,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22343,1,854,53,20000,23.42,311,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22344,1,854,47,11200,13.11,133,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22345,1,854,44,39700,46.49,495,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22346,1,854,45,56700,66.39,-278,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22347,1,854,35,9200,10.77,212,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22348,1,854,35,28800,33.72,422,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22349,1,854,42,11400,13.35,341,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22350,1,854,31,10300,12.06,157,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22351,1,854,36,60000,70.26,62,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22352,1,854,37,13300,15.57,413,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22353,1,854,41,68120,79.77,495,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22354,1,854,43,36700,42.97,153,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22355,1,854,42,57600,67.45,129,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22356,0,854,32,33300,38.99,464,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22357,1,854,49,0,0,464,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22358,1,854,35,20600,24.12,57,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22359,1,854,39,10400,12.18,-39,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22360,1,854,41,31950,37.41,-74,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22361,1,854,47,15400,18.03,521,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22362,1,854,35,17850,20.9,89,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22367,1,446,36,10000,22.42,72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22371,1,124,37,0,0,72,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22383,1,153,45,0,0,72,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22384,0,306,54,3150,10.29,197,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22393,1,474,42,35700,75.32,-230,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22397,1,138,34,9800,71.01,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22400,0,390,60,0,0,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22402,1,845,44,16700,19.76,307,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22403,1,845,39,9800,11.6,116,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22404,1,845,37,107550,127.28,-82,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22405,1,845,32,21600,25.56,332,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22406,1,845,32,17000,20.12,212,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22407,1,845,30,33800,40,48,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22409,1,845,53,41500,49.11,302,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22410,1,845,36,0,0,302,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22411,0,845,38,0,0,302,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22412,1,845,51,45300,53.61,365,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22413,0,845,35,0,0,365,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22415,1,845,40,10000,11.83,492,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22416,1,845,36,27200,32.19,338,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22417,1,845,44,23600,27.93,141,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22418,1,845,71,36000,42.6,121,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22419,1,845,48,54320,64.28,312,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22421,1,845,33,11000,13.02,485,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22422,1,845,36,16300,19.29,158,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22423,1,845,34,84130,99.56,118,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22424,1,845,33,9000,10.65,502,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22425,1,845,51,21900,25.92,525,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22427,1,845,34,20600,24.38,342,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22428,1,845,36,22400,26.51,459,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22429,1,845,48,8000,9.47,534,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22430,0,845,42,0,0,534,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22431,1,845,51,0,0,534,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22432,1,845,34,54400,64.38,171,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22433,1,845,52,73800,87.34,77,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22434,1,845,48,18900,22.37,492,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22435,1,845,47,36000,42.6,-57,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22436,1,845,37,12550,14.85,487,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22437,1,845,45,28000,33.14,-57,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22438,1,845,50,61410,72.67,72,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22439,0,845,31,15600,18.46,618,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22440,1,845,51,73000,86.39,-241,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22454,1,292,32,0,0,-241,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22466,0,355,44,0,0,-241,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22469,1,236,45,0,0,-241,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22474,1,456,35,16800,36.84,-53,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22478,1,82,36,0,0,-53,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22481,1,502,59,0,0,-53,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22482,1,456,36,0,0,-53,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22484,1,313,55,4500,14.38,36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22491,1,838,32,14000,16.71,605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22492,1,838,47,20100,23.99,494,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22493,1,838,36,28100,33.53,-3,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22494,1,838,50,11100,13.25,-233,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22495,1,838,52,35600,42.48,209,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22497,1,838,44,14600,17.42,24,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22498,1,838,43,69550,83,124,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22499,1,838,31,110100,131.38,222,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22500,1,838,32,49650,59.25,456,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22501,1,838,36,49490,59.06,38,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22502,1,838,61,0,0,38,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22503,1,838,32,16700,19.93,-48,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22504,1,838,53,19100,22.79,482,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22505,1,838,60,12000,14.32,167,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22506,0,838,32,9500,11.34,416,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22507,1,838,36,43000,51.31,96,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22508,1,838,36,11000,13.13,472,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22509,1,838,52,17900,21.36,187,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22510,1,838,81,10100,12.05,674,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22511,1,838,34,19000,22.67,105,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22517,1,411,51,46300,112.65,-313,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22529,1,91,38,0,0,-313,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22540,1,1605,41,89690,55.88,48,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22541,1,831,36,22700,27.32,-60,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22544,1,831,60,36660,44.12,317,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22545,1,831,47,31500,37.91,385,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22546,1,831,47,9100,10.95,181,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22547,1,831,38,6900,8.3,385,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22548,1,831,37,12200,14.68,195,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22549,1,831,33,19400,23.35,64,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22550,1,831,55,39650,47.71,93,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22551,1,831,35,16400,19.74,208,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22552,1,831,42,14800,17.81,168,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22553,1,831,36,4050,4.87,386,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22554,1,831,42,53600,64.5,72,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22555,1,831,36,12700,15.28,112,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22556,1,831,34,16300,19.61,227,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22557,1,831,35,0,0,227,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22558,1,831,32,64750,77.92,-81,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22559,0,831,33,18000,21.66,717,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22560,1,831,45,15000,18.05,336,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22562,1,831,36,102500,123.35,19,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22563,1,831,35,32200,38.75,104,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22564,1,831,39,0,0,104,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22565,1,831,61,6700,8.06,180,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22566,1,831,60,18000,21.66,142,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22568,1,593,38,6800,11.47,499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22575,1,103,40,0,0,499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22583,1,369,34,1800,4.88,-18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22585,1,250,39,0,0,-18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22587,1,336,42,11950,35.57,-17,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22589,1,124,29,0,0,-17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22590,1,428,49,14400,33.64,97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22591,1,824,38,14600,17.72,446,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22593,1,824,49,32450,39.38,-246,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22594,1,824,61,40400,49.03,139,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22595,1,824,42,0,0,139,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22596,1,824,33,19200,23.3,137,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22597,1,824,42,25600,31.07,680,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22598,1,824,36,17500,21.24,207,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22599,1,824,40,7600,9.22,197,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22601,1,824,42,0,0,197,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22603,1,824,51,5800,7.04,152,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22604,1,824,36,22720,27.57,131,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22605,1,824,62,14400,17.48,177,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22608,0,824,35,0,0,177,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22609,1,824,38,59850,72.63,451,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22610,1,824,45,0,0,451,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22611,1,824,42,42200,51.21,465,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22612,1,824,38,12350,14.99,107,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22613,1,824,35,22250,27,245,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22614,1,824,43,13100,15.9,90,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22615,1,824,34,12800,15.53,213,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22616,1,824,34,23000,27.91,112,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22617,1,824,33,8000,9.71,335,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22618,1,824,66,43500,52.79,152,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22620,1,824,45,13200,16.02,-271,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22621,1,824,48,5700,6.92,140,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22622,1,824,32,1400,1.7,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22624,1,824,40,44940,54.54,137,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22648,1,817,42,15100,18.48,537,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22649,1,817,42,23800,29.13,48,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22651,1,817,33,38900,47.61,-179,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22652,1,817,34,7700,9.42,470,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22653,1,817,38,36900,45.17,122,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22654,1,817,58,20500,25.09,104,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22655,1,817,36,66200,81.03,84,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22656,0,817,55,11200,13.71,548,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22657,1,817,42,108300,132.56,-286,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22658,1,817,52,11600,14.2,96,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22659,1,817,35,20400,24.97,287,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22660,1,817,53,20700,25.34,259,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22661,1,817,40,19810,24.25,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22662,1,817,36,85720,104.92,-13,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22663,1,817,42,0,0,-13,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
22664,1,817,41,8550,10.47,362,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22665,1,817,50,0,0,362,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22666,0,817,34,0,0,362,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22667,0,817,43,5600,6.85,791,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22669,1,817,38,24840,30.4,369,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
